indonesia,minang_ground_truth,hasil_terjemahan,bleu_score,meteor_score,ter_score,chrf_score
"ada juga sakit kepala tipe ketegangan tension type headache, atau tth cirinya adalah kedua sisi kepala seperti diremas dengan kencang, tetapi tidak disertai gejala lain tidak mual, muntah, sensitif cahaya, dan lainlain.","ado juo sakik kapalo tipe ketegangan tension type headache, atau tth cirinyo iolah kaduo sisi kapalo saroman dirameh dengan kancang, tetapi indak disaratoi jo gejala nan lain indak mual, muntah, sensitif cahayo, dan lainnyo.","ado juo sakik kapalo tipe katagangan tension type headache, atau tth cirina adolah kaduo sisi kapalo bantuak diramas jo kancang, tatapi indak disaratoi gejala lain indak mual, muntah, sensitif cahayo, dan lain-lain.",49.46805444202199,0.7693645124686911,29.411764705882355,76.26210723899088
metaleptyphantes machadoi adalah spesies labalaba yang tergolong famili linyphiidae,metaleptyphantes machadoi adolah sabuah spesies lawah nan tagolong dalam famili linyphiidae,metaleptyphantes machadoi adolah sabuah spesies lawah nan tagolong dalam famili linyphiidae,100.00000000000004,0.9996243425995492,0.0,100.0
ia menamatkan pendidikan menengah di smp negeri 2 padang dan sma negeri 2 padang,inyo manamekan pandidikan manangah di smp nagari 2 padang jo sma nagari 2 padang,inyo manamaikan pandidikan manangah di smp negeri 2 padang dan sma negeri 2 padang,25.400289715190983,0.6696428571428572,28.57142857142857,71.31331674809609
nilai dari satu krona kirakira sekitar 10...15 sen euro,nilai dari ciek krona kirokiro sakitar 1015 seneuro,nilai dari ciek krona kiro kiro sakitar 10...15 sen euro,20.448007360218387,0.5761904761904761,62.5,92.4595166336585
pemenang gambrengan ialah yang terebih dahulu memulai permainan dengan melempar bundu atau sikoci tadi ke kotak pertama.,pamonang gambrengan iolah nan talabih dahulu mamulai pamainan jo malempar bundu atau sikoci tadi ke kotak partamo.,pamanang gambrengan iolah nan talabih dulu mamulai pamainan jo malempar bundu atau sikoci tadi ka kotak partamo.,60.3161203621801,0.8300000000000002,17.647058823529413,88.93630723641603
"dengan perkembangan jumlah siswa yang mendaftar, semakin lama semakin bertambah akhirnya sma negeri 5 ini memiliki gedung sekolah yang dapat menampung 550 orang siswa yang terbagi menjadi 6 ruang tiap kelasnya","jo pakambangan jumlah siswa nan mandaftar, samakin lamo samakin batambah akhianyo sma negeri 5 iko mamiliki gaduang sikolah nan dapek manampuang 550 urang siswa nan tabagi manjadi 6 ruang tiok kelasnyo","jo pakambangan jumlah siswa nan mandaftar, samakin lamo samakin batambah akhirnyo sma negeri 5 iko mamiliki gaduang sikolah nan dapek manampuang 550 urang siswa nan tabagi manjadi 6 ruang tiok kelasnyo",91.57103753711765,0.9686199271592091,3.225806451612903,97.91236066213462
"pendirinya yakni syekh mustafa alkhalidi sungai pagu wafat 1901, seorang ulama minangkabau yang menyebarkan tarekat naqsyabandiyah di sungai pagu","pandirinyo yakni syekh mustafa alkhalidi sungai pagu wafat 1901, saurang ulama minangkabau nan menyebaran tarekat naqsyabandiyah di sungai pagu","pandiriannyo yakni syekh mustafa alkhalidi sungai pagu wafat 1901, saurang ulama minangkabau nan manyebaan tarekat naqsyabandiyah di sungai pagu",80.3154665668484,0.8993827160493828,10.526315789473683,92.03486906506086
"pada tahun 1999, ia mendirikan forum komunikasi ahlussunnah wal jama'ah fkawj, sebuah kelompok yang dimaksudkan untuk mendorong reformasi politik","pado taun 1999, inyo mandirian forum komunikasi ahlussunnah wal jama'ah fkawj, sabuah kalompok nan dimakasuik an untuak mandorong reformasi politik","pado taun 1999, inyo mandirian forum komunikasi ahlussunnah wal jama'ah fkawj, sabuah kalompok nan dimukasuikan untuak mandorong reformasi politik",82.5349877279405,0.9127853881278538,10.0,97.1921146040729
"ia kemudian belajar pada david baker dari universitas indiana, amerika serikat, dan jamey aebersold mengenai pengajaran improvisasi musik jazz","inyo kudian baraja pado david baker dari universitas indiana, amerika serikat, dan jamey aebersold manganai pengajaran improvisasi musik jazz","inyo kamudian baraja pado david baker dari universitas indiana, amerika serikat, jo jamey aebersold manganai pangajaran improvisasi musik jazz",62.683314725930124,0.8524397413286302,15.789473684210526,90.51619187152818
kota ini pada zaman kolonial belanda disebut dengan fort de kock dan mendapat julukan sebagai parijs van sumatra,bukittinggi sabalumnya disabuik jo namo fort de kock dan daulunyo pernah juo dijuluki sabagai parijs van sumatra salain kota medan,kota ko pado zaman kolonial balando disabuik jo fort de kock dan mandapek juluakan sabagai parijs van sumatra,27.080524311589805,0.542198847983972,65.0,48.767921206869445
"manchester memiliki dua universitas, salah satunya merupakan universitas tunggal terbesar di britania raya.","manchester mamiliki duo universitas, salah satunyo marupokan universitas tunggal tagadang di britania raya.","manchester mamiliki duo universitas, salah satunyo marupoan universitas tungga tagadang di britania raya.",66.06328636027618,0.8613412228796845,15.384615384615385,92.76260239017755
"mpr setelah amendemen uud 1945, yaitu sejak 2004 menjelma menjadi lembaga bikameral yang terdiri dari 560 anggota dewan perwakilan rakyat dpr yang merupakan wakil rakyat melalui partai politik, ditambah dengan 132 anggota dewan perwakilan daerah dpd yang merupakan wakil provinsi dari jalur independen","mpr satalah amandemen uud 1945, iyolah sajak 2004 alah manjadi limbago bikameral nan tadiri dari 560 anggota dewan perwakilan rakyat dpr nan marupoan wakil rakyaik malalui partai politik, ditambuah jo 132 anggota dewan perwakilan daerah dpd nan marupoan wakil provinsi dari jalur independen","mpr satalah amandemen uud 1945, iyolah sajak 2004 manjadi limbago bikameral nan tadiri dari 560 anggota dewan perwakilan rakyat dpr nan marupoan wakil rakyat malalui partai politik, ditambah jo 132 anggota dewan perwakilan daerah dpd nan marupoan wakil provinsi dari jalur independen",82.18628801542414,0.9340484523430754,6.976744186046512,94.54094614527449
nama ilmiah dari spesies ini pertama kali diterbitkan pada tahun 1983 oleh wunderlich,namo ilmiah dari spesies ko partamo kali ditabik'an pado taun 1983 dek wunderlich,namo ilmiah spesies ko pertamo kali ditabik &apos;an pado taun 1983 dek wunderlich,30.130404892785695,0.7278195488721805,30.76923076923077,79.49073663604784
"sebagai putra keluarga priyayi, ia berkesempatan meneruskan pendidikannya di els europeesche lagere school di boyolali 1917, mulo meer uitgebreid lagere onderwijs di solo 1920, dan menyelesaikan pendidikan kejuruan hukum di bataviasche rechtsschool di batavia pada tahun 1923","sabagai putra kaluarga priyayi, inyo bakasempatan manaruihan pandidikannyo di els europeesche lagere school di boyolali 1917, mulo meer uitgebreid lagere onderwijs di solo 1920, jo manyalasaian pandidikan kajuruan hukum di bataviasche rechtsschool di batavia pado taun 1923","sabagai putra kaluarga priyayi, inyo bakasempatan manaruihan pandidikannyo di els europeesche lagere school di boyolali 1917, mulo meer uitgebreid lagere onderwijs di solo 1920, dan manyalasaian pandidikan kajuruan hukum di bataviasche rechtsschool di batavia pado taun 1923",93.36510695862633,0.9749342537804078,2.7027027027027026,97.99204209589404
pembukaan kanal lachine membuatnya tidak perlu bagi kapal untuk melewati jeram lachine tanpa muatan.,pambukaan kanal lachine mambueknyo indak paralu untuak kapa untuak malewaikan jeram lachine tanpo muatan.,pambukaan kanal lachine mambueknyo indak paralu untuak kapa untuak malalui jeram lachine tanpo muatan.,80.03203203845001,0.9319727891156462,7.142857142857142,90.31282950035597
houtman lalu membuat pendaratan di daerah yang dikenal sebagai eendrachtsland yang sebelumnya telah ditemukan oleh penjelajah dirck hartog,houtman lalu mambuek pandaratan di daerah nan dikana sabagai eendrachtsland nan sabalunnyo alah ditamuan dek panjalajah dirck hartog,houtman lalu mambuek pandaratan di daerah nan dikana sabagai eendrachtsland nan sabalumnyo alah ditamukan dek panjalajah dirck hartog,72.76817202342096,0.8859592013888888,11.11111111111111,94.45146013874906
"semboyan ini masih tetap dipakai dalam dunia pendidikan rakyat indonesia, terlebih di sekolahsekolah perguruan tamansiswa","samboyan iko masih tatap dipakai dalam dunia pandidikan indonesia, talabiah di sakolahsakolah paguruan taman siswa","samboyan iko masih tatok dipakai dalam dunia pandidikan rakyat indonesia, talabih di sakolah-sakolah paguruan tamansiswa",25.947507140745756,0.6552169421487604,40.0,85.81823190739316
"90 siswa tersebut berasal dari berbagai daerah di indonesia dan 30 orang di antaranya adalah mahasiswa luar negeri, di antaranya dari australia, malaysia, singapura, amerika serikat, arab saudi dan prancis","90 siswa tasabuik barasa dari babagai daerah di indonesia dan 30 urang di antaronyo adolah mahasiswa lua negeri, di antaronyo dari australia, malaysia, singapura, amerika serikat, arab saudi dan prancis","90 siswa tasabuik barasa dari babagai daerah di indonesia dan 30 urang di antaronyo adolah mahasiswa lua nagari, di antaronyo dari australia, malaysia, singapura, amerika serikat, arab saudi dan parancih",89.3524837210697,0.9427521972976518,6.666666666666667,94.68609318833802
mereka jarang tinggal di ketinggian lebih dari 12000 kaki 3700 m.,mereka jarang tingga di katinggian lebiah dari 12000 kaki 3700 m.,mareka jarang tingga di katinggian labiah dari 12000 kaki 3700 m.,63.40466277046863,0.8300000000000002,18.181818181818183,89.70971915958965
"metodemetode pokoknya meliputi metodemetode ini terutama dibagi menjadi algoritme evolusioner misalnya algoritme genetik dan kecerdasan berkelompok misalnya algoritme semut dengan sistem cerdas hibrid, percobaanpercobaan dibuat untuk menggabungkan kedua kelompok ini","metodemetode pokoknyo maliputi metodemetode iko terutamo dibagi manjadi algoritme evolusioner misalnyo algoritme genetik jo kecerdasan bakalompok misalnyo algoritme semut dek sistem cerdas hibrid, pacuboanpacuboan dibuek untuak manggabuangkan kaduo kalompok iko","metodemetode pokoknyo maliputi metodemetode iko tarutamo dibagi manjadi algoritme evolusioner misalnyo algoritme genetik dan kecerdasan bakalompok misalnyo algoritme semut dengan sistem cerdas hibrid, percobaanpercobaan dibuek untuak manggabungkan kaduo kalompok iko",54.272987426865946,0.8335560221416302,16.666666666666664,87.59526184826805
semangat antisiam menjadi lebih hebat saat kerajaan pibul songgram 193944 mencoba mengasimilasikan kaum minoritas melayu ke dalam masyarakat siam melalui undangundang rathaniyom,samangaik antisiam manjadi labiah hebaik saat karajaan pibul songgram 193944 mancubo mangasimilasikan kaum minoritas malayu ka dalam masyrakaik siam malalui undangundang rathaniyom,samangaik antisiam manjadi labiah hebat katiko karajaan pibul songgram 193944 mancubo mengasimilasikan kaum minoritas malayu ka dalam masyarakaik siam malalui undangundang rathaniyom,54.1728338585597,0.813692480359147,18.181818181818183,91.62361879032879
"memperoleh ilmu mantiq dan ma'ani dari tuanku nan kaciak di koto gadang, agam, mempelajari ilmu sharaf dari tuanku di talang, ilmu nahwu dari tuanku di salayo, serta ilmu hadits, tafsir, dan faraidh dari tuanku di sumanik","mandapek ilmu mantiq dan ma'ani dari tuanku nan kaciak di koto gadang, agam, mandalami ilmu sharaf dari tuanku di talang, ilmu nahwu dari tuanku di salayo sarato ilmu hadis tafsir dan faraidh dari tuanku di sumanik","memperoleh ilmu mantiq dan ma'ani dari tuanku nan kaciak di koto gadang, agam, mempelajari ilmu sharaf dari tuanku di talang, ilmu nahwu dari tuanku di salayo, serta ilmu hadits, tafsir, dan faraidh dari tuanku di sumanik",70.94170791601059,0.8801994080074778,16.666666666666664,82.66655117837446
neoitamus angusticornis adalah spesies lalat yang tergolong famili asilidae,neoitamus angusticornis adolah langau dari famili asilidae,neoitamus angusticornis adolah langau dari famili asilidae,100.00000000000004,0.9985422740524781,0.0,100.0
"ilmu amtsalil quran, yaitu ilmu yang membahas segala perumpamaan atau permisalan","ilmu amtsalil quran, iyolah ilmu nan membahas sagalo perumpamaan atau permisalan","ilmu amtsalil quran, iyolah ilmu nan membahas sagalo perumpamaan atau permisalan",100.00000000000004,0.9997106481481481,0.0,100.0
"sering terlihat satu bagian lembah bada dimana hujan sedang jatuh, sedangkan bagian lainnya matahari menyelinapkan cahayanya dari balik awan.4",katiko hujan turun nampak salah satu bagian lembah. sedangkan bagian lainnyo matoari maandoakan cahayonyo dari baliak awan.1,"acok nampak ciek bagian lambah bada dima hujan sadang jatuah, sadangkan bagian lainnyo matohari manyimpanan cahayonyo dari baliak awan.4",20.331710659744477,0.3859031593406593,82.35294117647058,59.601163351028475
versi ini banyak dipakai disebabkan kemampuannya untuk membangun aplikasi web kompleks tetapi tetap memiliki kecepatan dan stabilitas yang tinggi.,versi iko banyak dipakai disebabkan kamampuannyo untuak mambangun aplikasi web kompleks tatapi tetap mamiliki kacepekan jo stabilitas nan tinggi.,versi iko banyak dipakai disababkan kamampuannyo untuak mambangun aplikasi web kompleks tapi tatap mamiliki kacapekan dan stabilitas nan tinggi.,48.81010344921758,0.7428888888888888,26.31578947368421,86.65812548356867
"saat pemerintah terus mengurangi subsidi bbm sejak oktober 2000, irwan mengusulkan penggunaan energi panas bumi sebagai energi alternatif dengan memulai pembahasan rancangan undangundang melaui komisi viii","wakatu pamarentah taruih mangurangi subsidi bbm sajak oktober 2000, irwan mausulan panggunoan energi paneh bumi sabagai energi alternatif jo mamulai pambahasan rancangan undangundang malalui komisi viii","saaik pamarentah taruih mangurangi subsidi bbm sajak oktober 2000, irwan mausulan panggunoan energi paneh bumi sabagai energi alternatif jo mamulai pambahasan rancangan undang-undang malalui komisi viii",85.90888738245118,0.9256888888888889,7.6923076923076925,95.40137899932326
"pada tahun 1989 lewat film semua sayang kamu, ida memenangkan kategori sebagai penulis skenario terbaik pada festival film indonesia","pado taun 1989 malalui film semua sayang kamu, ida mamanangkan kategori sabagai panulih skenario tabaik pado festival film indonesia","pado taun 1989 malalui film semua sayang kamu, ida mamanangkan kategori sabagai panulih skenario tabaiak pado festival film indonesia",85.78928092681438,0.9494459833795015,5.263157894736842,97.55886008997471
"beberapa bahasa pemrograman berhubungan erat dengan bahasa mesin, seperti assembler bahasa tingkat rendah di sisi lain, bahasa seperti prolog didasarkan pada prinsip abstrak yang jauh dari detail pelaksanaan sebenarnya oleh mesin bahasa tingkat tinggi","babarapo bahaso pemrograman berhubungan erat jo bahaso mesin, sarupo assembler bahaso tingkek rendah di sisi lain, bahaso sarupo prolog didasarkan pado prinsip abstrak nan jauah dari detail pelaksanaan sabananyo dek mesin bahaso tingkek tinggi","babarapo bahaso pemrograman bahubuangan arek jo bahaso mesin, sarupo assembler bahaso tingkek randah di sisi lain, bahaso sarupo prolog didasarkan pado prinsip abstrak nan jauah dari detail palaksanaan sabananyo dek mesin bahaso tingkek tinggi",74.26709922040533,0.8880208333333333,11.76470588235294,90.64612470502209
"new delhi bahasa hindi नई दलल, bahasa punjabi ਨਵ ਦਲ adalah ibu kota dari india, dan bagian dari wilayah ibu kota nasional delhi.","new delhi bahasa hindi नई दलल, bahasa punjabi ਨਵ ਦਲ adolah ibu kota dari india, dan bagian dari wilayah ibu kota nasional delhi.","new delhi bahaso hindi नई दलल, bahaso punjabi ਨਵ ਦਲ adolah ibu kota dari india, dan bagian dari wilayah ibu kota nasional delhi.",79.75219547461045,0.9221754807692308,8.695652173913043,93.18039216495231
"keputusan ini menegaskan citacita akan ada tanah air indonesia, bangsa indonesia, dan bahasa indonesia","kaputusan iko manegaskan citocito akan ado tanah aia indonesia, bangso indonesia, jo bahaso indonesia","kaputusan iko manegaskan citacita akan ado tanah aia indonesia, bangso indonesia, jo bahaso indonesia",81.53551038173119,0.9363888888888889,7.142857142857142,92.32976403342474
"silo masih berdiri kokoh di tengah kota, kendati tidak berfungsi apaapa","silo masih badiri kokoh di tangah kota, kandati indak bafungsi apoapo","silo masih tagak kokoh di tangah kota, kendati indak bafungsi apo-apo",40.637982820134425,0.7361111111111112,27.27272727272727,75.5235480898118
2001 fd193 adalah sebuah objek transneptunus,2001 fd193 adolah sabuah objek transneptunus,2001 fd193 adolah sabuah objek trans @-@ neptunus,39.281465090051306,0.778125,50.0,91.41394216760807
abubakar jaar adalah wali kota pertama setelah proklamasi kemerdekaan indonesia sampai tahun 1946,"sasudah proklamasi kamardekaan indonesia, abubakar jaar diangkek sabagai wali kota partamo pado taun 1945",abubakar jaar adolah wali kota partamo sasudah proklamasi kamardekaan indonesia sampai taun 1946,27.43937845663834,0.6540540540540539,50.0,72.05216746013224
karbohidrat pisang merupakan cadangan energi yang sangat baik digunakan dan dapat secara cepat tersedia bagi tubuh.,karbohidrat pisang marupokan cadangan energi nan sangaik baiak digunokan dan dapek sacaro capek tasadio bagi tubuh.,karbohidrat pisang marupoan cadangan energi nan sangaik baiak digunoan dan dapek sacaro capek tasadio bagi tubuah.,54.11927503805856,0.8139255702280912,18.75,91.39406320168403
"dalam musyawarah yang diikuti anggota dan alumni rohis, menyepakati mahdivan shafwan dari sma negeri 1 padang sebagai ketua umum assalam periode pertama.3 saat ini, sesuai hasil musyawarah besar assalam ke20 pada 10 november 2019, ketua umum assalam dijabat oleh thariq muhammad dari dpd pasaman barat.4","dalam musyawarah nan diikuikan anggota jo alumni rohis, manyapakaikan mahdivan shafwan dari sma negeri 1 padang sabagai ketua umum assalam periode patamo.1 saaik iko, sasuai hasil musyawarah besar assalam nan ka20 pado 10 november 2019, ketua umum assalam dipacik dek thariq muhammad dari dpd pasaman barat.2","dalam musyawarah nan diikuikan anggota dan alumni rohis, manyapakati mahdivan shafwan dari sma negeri 1 padang sabagai katua umum assalam periode partamo.3 kini ko, sasuai hasil musyawarah gadang assalam ka20 pado 10 november 2019, katua umum assalam dijabaik dek thariq muhammad dari dpd pasaman barat.4",50.811454191838486,0.7676713174605871,23.91304347826087,83.18525150706671
nama ilmiah dari spesies ini pertama kali diterbitkan pada tahun 1906 oleh bösenberg strand,namo ilmiah dari spesies ko partamo kali ditabik'an pado taun 1906 dek bösenberg strand,namo ilmiah spesies ko pertamo kali ditabik &apos;an pado taun 1906 dek bösenberg strand,35.66325206249313,0.7507368664393457,28.57142857142857,80.93600509215165
"aboean goeroegoeroe agg adalah perkumpulan para guru yang bertugas di sumatra barat, khususnya di fort de kock sekarang bukittinggi","aboean goeroegoeroe agg adolah pakumpulan guruguru nan batugas di sumatra barat, khususnyo di fort de kock sekarang bukittinggi","aboean goeroegoeroe agg adolah pakumpulan para guru nan batugeh di sumatera barat, khususnyo di fort de kock kini bukittinggi",49.88349435401652,0.7707969749854565,27.77777777777778,79.37942268545936
"putranya yang lain, pangeran muhammad bin salman menjabat putra mahkota saudi dan wakil perdana menteri saudi","putranyo nan lain, pangeran muhammad bin salman manjabat wakia putra mahkota saudi jo wakia kaduo pardano mantari saudi","putranyo nan lain, pangeran muhammad bin salman manjabat putra mahkota saudi dan wakil perdana menteri saudi",51.109970380326146,0.6872403374040035,33.33333333333333,71.83169454476992
"sepeninggal nabi muhammad, 'ali diangkat sebagai khalifah atau pemimpin umat islam setelah abu bakar, 'umar, dan 'utsman","sapaningga nabi muhammad, 'ali diangkek sabagai khalifah atau pamimpin umaik islam sasudah abu bakar, 'umar, jo 'utsman","sapaningga nabi muhammad, 'ali diangkek sabagai khalifah atau pamimpin umaik islam satalah abu bakar, 'umar, dan 'utsman",75.90994812356263,0.8979166666666667,11.76470588235294,90.13501305120155
"dibesarkan di keluarga bangsawan, saat masih muda ia menikahi siti rahmat","digadangan di kaluargo bangsawan, saaik masih mudo inyo manikahi siti rahmat","digadangan di kaluargo bangsawan, saaik masih mudo inyo manikahi siti rahmat",100.00000000000004,0.9997106481481481,0.0,100.0
terumbu karang tepi,tarumbu karang tapi,tarumbu karang tapi,0.0,0.9814814814814815,0.0,100.0
sawah berteras banyak terdapat di lerenglereng bukit atau gunung di jawa dan bali,sawah bateras banyak adonyo di lerenglereng bukik atau gunuang di jawa dan bali,sawah bateras banyak tadapek di lerenglereng bukik atau gunuang di jawa dan bali,76.11606003349888,0.920940170940171,7.6923076923076925,87.22197973269219
"pemerintah melalui proyek pelita nasional tahun 19761977, mencanangkan berdirinya sma ketiga di kota padang dengan tujuan untuk mencukupi kuota lulusan peserta didik agar dapat tertampung.","pamarintah malalui proyek pelita nasional tahun 19761977, mancanangkan tagaknyo sma katigo di kota padang jo tujuan untuak mancukuiki kuota luluihan peserta didiak supayo dapek tatampuang.","pamarintah malalui proyek pelita nasional tahun 1976 1977, mancanangkan badirinyo sma katigo di kota padang jo tujuan untuak mancukuikan kuota lulusan peserta didik supayo dapek tatampuang.",52.73911244475453,0.8035741514439937,24.0,88.69799286499264
polimer semikonduktif dan konduktif adalah polimer terkonjugasi yang menunjukkan perubahan ikatan tunggal dan ganda antara atomatom karbon pada rantai utama polimer.,polimer semikonduktif jo konduktif adolah polimer terkonjugasi nan manunjukkan parubahan ikatan tungga jo ganda antaro atomatom karbon pado rantai utamo polimer.,polimer semikonduktif dan konduktif adolah polimer terkonjugasi nan manunjuakan parubahan ikatan tungga dan ganda antaro atom karbon pado rantai utamo polimer.,48.052121790174574,0.8094135802469137,19.047619047619047,88.28973558775505
"dan pada tahun 2007, konsorsium beberapa lsm internasional menjadikan kota bandung sebagai pilot project kota terkreatif seasia timur","dan pado taun 2007, konsorsium babarapo lsm internasional manjadikan kota bandung sabagai pilot project kota paliang kreatif saasia timur","dan pado tahun 2007, konsorsium babarapo lsm internasional manjadikan kota bandung sabagai pilot project kota takreatif saasia timur",69.1012738905176,0.8519239797603937,15.789473684210526,90.41509771257711
"penemuan arkeologi awal di eropa tiba di sini 2000 tahun yang lalu, ada nomaden amerika utara dalam kehidupan ini","panamuan arkeologi awalnyo di eropa tibo di siko 2000 taun nan lalu, ado nomaden amerika utara dalam kahidupan iko","panamuan arkeologi awal di eropa tibo di siko 2000 tahun nan lalu, ado nomaden amerika utara dalam kahidupan iko",72.65407815865125,0.8979166666666667,10.526315789473683,91.76664883981557
"pada tahun 1989, ia berlanjut ke surabaya, jawa timur untuk melahirkan harian surya.1","pado tahun 1989, inyo balanjuik ka surabaya, jawa timur untuak malahirkan harian surya.1","pado tahun 1989, inyo balanjuik ka surabaya, jawa timur untuak malahiaan harian surya.1",82.82477531331043,0.9319727891156462,7.6923076923076925,94.07617520385465
"l.c. westenenk, seorang controleur berkebangsaan belanda mengadakan survei dan pemetaan di daerah penemuan candi padangroco.","l.c. westenenk, saurang controleur bakabangsoan belanda maadoan survei jo pametaan di daerah panemuan candi padangroco.","l.c. westenenk, saurang controleur bakabangsaan balando maadoan survei dan pametaan di daerah panamuan candi padangroco.",50.69487414732324,0.7687074829931974,26.666666666666668,82.94870321367613
permainan ini berasal dari india dan menyebar luas ke berbagai negara lainnya pada tahun 1970an,pamainan ko barasa dari india dan manyebar laweh ka babagai nagara lainnyo pado taun 1970an,pamainan iko barasa dari india dan manyebar lueh ka babagai nagara lainnyo pado taun 1970an,66.06328636027618,0.8613412228796845,13.333333333333334,90.49388864889947
songket digolongkan dalam keluarga tenunan brokat,songket tamasuak dalam kalompok tanunan brokat,songket digolongkan dalam kaluargo tenunan brokat,10.682175159905853,0.25,50.0,50.86700191476056
ada surat elektronik yang isinya formal ada yang informal.,ado surek elektronik nan isinyo formal ado nan informal.,ado surek elektronik nan isinyo formal ado nan informal.,100.00000000000004,0.9995,0.0,100.0
"tiga luhak masjid ini posisinya berada di depan, samping kanan, dan belakang.","tigo luhak musajik iko posisinyo barado di mungko, sampiang suok, jo balakang.","tigo luhak musajik ko posisinyo barado di muko, sampiang kanan, dan balakang.",21.186050864016664,0.6988980716253445,33.33333333333333,74.12297070012916
nama ilmiah dari spesies ini pertama kali diterbitkan pada tahun 1879 oleh herman,namo ilmiah spesies ko pertamo kali ditabik'an pado taun 1879 dek herman,namo ilmiah spesies ko pertamo kali ditabik &apos;an pado taun 1879 dek herman,53.07074109851437,0.8844308184484136,16.666666666666664,92.34831334546452
