indonesia,minang_ground_truth,hasil_terjemahan,bleu_score,meteor_score,ter_score,chrf_score
"ada juga sakit kepala tipe ketegangan tension type headache, atau tth cirinya adalah kedua sisi kepala seperti diremas dengan kencang, tetapi tidak disertai gejala lain tidak mual, muntah, sensitif cahaya, dan lainlain.","ado juo sakik kapalo tipe ketegangan tension type headache, atau tth cirinyo iolah kaduo sisi kapalo saroman dirameh dengan kancang, tetapi indak disaratoi jo gejala nan lain indak mual, muntah, sensitif cahayo, dan lainnyo.","""ado juo sakik kapalo tipe katagangan tension type headache, atau tth cirinyo adolah kaduo sisi kapalo sarupo di rameh jo kancang, tapi indak disaratoi gajalo lain indak mual, muntah, sensitif cahayo, jo lainlain.""
",0.3998411431420914,0.74103629814353,0.35294117647058826,76.33153986113044
metaleptyphantes machadoi adalah spesies labalaba yang tergolong famili linyphiidae,metaleptyphantes machadoi adolah sabuah spesies lawah nan tagolong dalam famili linyphiidae,"metaleptyphantes machadoi adolah spesies lawah nan tagolong famili linyphiidae
",0.38523294614701103,0.8179012345679013,0.18181818181818182,84.45813555547177
ia menamatkan pendidikan menengah di smp negeri 2 padang dan sma negeri 2 padang,inyo manamekan pandidikan manangah di smp nagari 2 padang jo sma nagari 2 padang,"inyo manamatkan pandidikan manangah di smp negeri 2 padang jo sma negeri 2 padang
",0.4001601601922499,0.7668240850059032,0.21428571428571427,78.04669062262602
nilai dari satu krona kirakira sekitar 10...15 sen euro,nilai dari ciek krona kirokiro sakitar 1015 seneuro,"nilai dari satu krona kirokiro sakitar 10...15 sen euro
",0.14923729480049117,0.5831325301204818,0.5,76.82955543069
pemenang gambrengan ialah yang terebih dahulu memulai permainan dengan melempar bundu atau sikoci tadi ke kotak pertama.,pamonang gambrengan iolah nan talabih dahulu mamulai pamainan jo malempar bundu atau sikoci tadi ke kotak partamo.,"pamanang gambrengan iolah nan tarebih dulu mamulai paminan jo malempar bundu atau sikoci tadi ka kotak partamo.
",0.39846811316275854,0.7117028270874425,0.29411764705882354,81.67289425315812
"dengan perkembangan jumlah siswa yang mendaftar, semakin lama semakin bertambah akhirnya sma negeri 5 ini memiliki gedung sekolah yang dapat menampung 550 orang siswa yang terbagi menjadi 6 ruang tiap kelasnya","jo pakambangan jumlah siswa nan mandaftar, samakin lamo samakin batambah akhianyo sma negeri 5 iko mamiliki gaduang sikolah nan dapek manampuang 550 urang siswa nan tabagi manjadi 6 ruang tiok kelasnyo","jo pakambangan jumlah siswa nan mandaftar, samakin lamo samakin batambah akhianyo sma negeri 5 iko mamiliki gaduang sikolah nan dapek manampuang 550 urang siswa nan tabagi manjadi 6 ruang tiok kelasnyo.
",0.9660520303055021,0.9968695239485982,0.03225806451612903,99.8814342598205
"pendirinya yakni syekh mustafa alkhalidi sungai pagu wafat 1901, seorang ulama minangkabau yang menyebarkan tarekat naqsyabandiyah di sungai pagu","pandirinyo yakni syekh mustafa alkhalidi sungai pagu wafat 1901, saurang ulama minangkabau nan menyebaran tarekat naqsyabandiyah di sungai pagu","pandirinyo yakni syekh mustafa alkhalidi sungai pagu wafat 1901, saurang ulama minangkabau yang menyebaran tarekat naqsyabandiyah di sungai pagu.
",0.7912619863720214,0.944722371521892,0.10526315789473684,95.57889850658994
"pada tahun 1999, ia mendirikan forum komunikasi ahlussunnah wal jama'ah fkawj, sebuah kelompok yang dimaksudkan untuk mendorong reformasi politik","pado taun 1999, inyo mandirian forum komunikasi ahlussunnah wal jama'ah fkawj, sabuah kalompok nan dimakasuik an untuak mandorong reformasi politik","pado taun 1999, inyo mandirian forum komunikasi ahlussunnah wal jama'ah fkawj, sabuah kalompok nan dimaksuikkan untuak mandorong reformasi politik
",0.8056920633274978,0.9127853881278538,0.1,95.98344293363886
"ia kemudian belajar pada david baker dari universitas indiana, amerika serikat, dan jamey aebersold mengenai pengajaran improvisasi musik jazz","inyo kudian baraja pado david baker dari universitas indiana, amerika serikat, dan jamey aebersold manganai pengajaran improvisasi musik jazz","inyo kudian baraja pado david baker dari universitas indiana, amerika sarikat, dan jamey aebersold manganai pangajaran improvisasi musik jazz
",0.6888365053466561,0.9029811370531593,0.10526315789473684,94.14951633211145
kota ini pada zaman kolonial belanda disebut dengan fort de kock dan mendapat julukan sebagai parijs van sumatra,bukittinggi sabalumnya disabuik jo namo fort de kock dan daulunyo pernah juo dijuluki sabagai parijs van sumatra salain kota medan,"kota iko pado zaman kolonial belanda disabuik jo fort de kock dan mandapek julukan sabagai parijs van sumatra
",0.27080524311589804,0.542198847983972,0.65,49.72641444464921
"manchester memiliki dua universitas, salah satunya merupakan universitas tunggal terbesar di britania raya.","manchester mamiliki duo universitas, salah satunyo marupokan universitas tunggal tagadang di britania raya.","manchester mampunyoi duo universitas, sala satunyo marupokan universitas tunggal tagadang di britania raya.
",0.6262844962765468,0.8613412228796845,0.15384615384615385,89.11728525804578
"mpr setelah amendemen uud 1945, yaitu sejak 2004 menjelma menjadi lembaga bikameral yang terdiri dari 560 anggota dewan perwakilan rakyat dpr yang merupakan wakil rakyat melalui partai politik, ditambah dengan 132 anggota dewan perwakilan daerah dpd yang merupakan wakil provinsi dari jalur independen","mpr satalah amandemen uud 1945, iyolah sajak 2004 alah manjadi limbago bikameral nan tadiri dari 560 anggota dewan perwakilan rakyat dpr nan marupoan wakil rakyaik malalui partai politik, ditambuah jo 132 anggota dewan perwakilan daerah dpd nan marupoan wakil provinsi dari jalur independen","mpr satalah amandemen uud 1945, iyolah samanjak 2004, manjelma manjadi limbago bikameral nan tadiri dari 560 anggota dewan perwakilan rakyat dpr nan marupoan wakil rakyaik malalui partai politik ditambahi jo 132 anggota dewan perwakilan daerah dpd nan marupoan wakil provinsi dari jalur independen
",0.8034512038068883,0.9325459813555051,0.11627906976744186,92.59111087661964
nama ilmiah dari spesies ini pertama kali diterbitkan pada tahun 1983 oleh wunderlich,namo ilmiah dari spesies ko partamo kali ditabik'an pado taun 1983 dek wunderlich,"namo ilmiah spesies ko partamo kali ditabik'an pado taun 1983 dek wunderlich
",0.797897310670381,0.9280792420327304,0.07692307692307693,91.2507202728314
"sebagai putra keluarga priyayi, ia berkesempatan meneruskan pendidikannya di els europeesche lagere school di boyolali 1917, mulo meer uitgebreid lagere onderwijs di solo 1920, dan menyelesaikan pendidikan kejuruan hukum di bataviasche rechtsschool di batavia pada tahun 1923","sabagai putra kaluarga priyayi, inyo bakasempatan manaruihan pandidikannyo di els europeesche lagere school di boyolali 1917, mulo meer uitgebreid lagere onderwijs di solo 1920, jo manyalasaian pandidikan kajuruan hukum di bataviasche rechtsschool di batavia pado taun 1923","sabagai putra kaluargo priyayi, inyo bakasampatan manaruihan pandidikannyo di els europeesche lagere school di boyolali 1917, mulo meer uitgebreid lagere onderwijs di solo 1920, jo manyalasaian pandidikan kejuruan hukum di bataviasche rechtsschool di batavia pado tahun 1923
",0.744841175584942,0.8987943672839507,0.10810810810810811,94.49484778711292
pembukaan kanal lachine membuatnya tidak perlu bagi kapal untuk melewati jeram lachine tanpa muatan.,pambukaan kanal lachine mambueknyo indak paralu untuak kapa untuak malewaikan jeram lachine tanpo muatan.,"pambukaan kanal lachine mambueknyo indak paralu untuak kapa untuak malewaikan jeram lachine tanpo muatan
",0.9193227152249185,0.939426106012875,0.07142857142857142,99.10381620350924
houtman lalu membuat pendaratan di daerah yang dikenal sebagai eendrachtsland yang sebelumnya telah ditemukan oleh penjelajah dirck hartog,houtman lalu mambuek pandaratan di daerah nan dikana sabagai eendrachtsland nan sabalunnyo alah ditamuan dek panjalajah dirck hartog,"houtman lalu mambuek pandaratan di daerah nan dikana sabagai eendrachtsland nan sabalunnyo alah ditamuan dek panjalajah dirck hartog
",1.0,0.9999142661179699,0.0,100.0
"semboyan ini masih tetap dipakai dalam dunia pendidikan rakyat indonesia, terlebih di sekolahsekolah perguruan tamansiswa","samboyan iko masih tatap dipakai dalam dunia pandidikan indonesia, talabiah di sakolahsakolah paguruan taman siswa","samboyan iko masih tatap dipakai dalam dunia pandidikan rakyaik indonesia, labiah dulu di sekolahsekolah paguruan tamansiswa
",0.47954827989676907,0.7315389924085576,0.4,83.26878052998691
"90 siswa tersebut berasal dari berbagai daerah di indonesia dan 30 orang di antaranya adalah mahasiswa luar negeri, di antaranya dari australia, malaysia, singapura, amerika serikat, arab saudi dan prancis","90 siswa tasabuik barasa dari babagai daerah di indonesia dan 30 urang di antaronyo adolah mahasiswa lua negeri, di antaronyo dari australia, malaysia, singapura, amerika serikat, arab saudi dan prancis","90 siswa tasabuik barasal dari babagai daerah di indonesia dan 30 urang di antaronyo adolah mahasiswa lua nagari, di antaronyo dari australia, malaysia, singapura, amerika sarikat, arab saudi dan parancih
",0.684209154112886,0.8847628957930727,0.13333333333333333,91.04414750415856
mereka jarang tinggal di ketinggian lebih dari 12000 kaki 3700 m.,mereka jarang tingga di katinggian lebiah dari 12000 kaki 3700 m.,"mareka jarang tingga di katinggian labiah dari 12000 kaki 3700 m.
",0.587728372510532,0.8300000000000002,0.18181818181818182,89.70971915958965
"metodemetode pokoknya meliputi metodemetode ini terutama dibagi menjadi algoritme evolusioner misalnya algoritme genetik dan kecerdasan berkelompok misalnya algoritme semut dengan sistem cerdas hibrid, percobaanpercobaan dibuat untuk menggabungkan kedua kelompok ini","metodemetode pokoknyo maliputi metodemetode iko terutamo dibagi manjadi algoritme evolusioner misalnyo algoritme genetik jo kecerdasan bakalompok misalnyo algoritme semut dek sistem cerdas hibrid, pacuboanpacuboan dibuek untuak manggabuangkan kaduo kalompok iko","metodemetode pokoknyo maliputi metodemetode iko tarutamo dibagi manjadi algoritme evolusioner misalnyo algoritme genetik jo kecerdasan bakalompok misalnyo algoritme semut jo sistem cerdas hibrid, pacuboanpacuboan dibuek untuak manggabuangkan kaduo kalompok iko
",0.8166920319485289,0.9330865712861033,0.06666666666666667,96.150924397523
semangat antisiam menjadi lebih hebat saat kerajaan pibul songgram 193944 mencoba mengasimilasikan kaum minoritas melayu ke dalam masyarakat siam melalui undangundang rathaniyom,samangaik antisiam manjadi labiah hebaik saat karajaan pibul songgram 193944 mancubo mangasimilasikan kaum minoritas malayu ka dalam masyrakaik siam malalui undangundang rathaniyom,"samangaik antisiam manjadi labiah hebaik saat karajaan pibul songgram 193944 mancubo mangasimilasikan kaum minoritas malayu ka dalam masyrakaik siam malalui undangundang rathaniyom.
",0.9510699415570292,0.9954283684230208,0.045454545454545456,99.87235249492016
"memperoleh ilmu mantiq dan ma'ani dari tuanku nan kaciak di koto gadang, agam, mempelajari ilmu sharaf dari tuanku di talang, ilmu nahwu dari tuanku di salayo, serta ilmu hadits, tafsir, dan faraidh dari tuanku di sumanik","mandapek ilmu mantiq dan ma'ani dari tuanku nan kaciak di koto gadang, agam, mandalami ilmu sharaf dari tuanku di talang, ilmu nahwu dari tuanku di salayo sarato ilmu hadis tafsir dan faraidh dari tuanku di sumanik","mamparoleh ilimu mantiq jo ma'ani dari tuanku nan kaciak di koto gadang, agam, mampalajari ilimu sharaf dari tuanku di talang, ilimu nahwu dari tuanku di salayo, sarato ilimu hadits, tafsir, jo faraidh dari tuanku di sumanik
",0.48523658540539616,0.7445433983601922,0.3055555555555556,76.75104990775264
neoitamus angusticornis adalah spesies lalat yang tergolong famili asilidae,neoitamus angusticornis adolah langau dari famili asilidae,"neoitamus angusticornis adolah langau dari famili asilidae
",1.0,0.9985422740524781,0.0,100.0
"ilmu amtsalil quran, yaitu ilmu yang membahas segala perumpamaan atau permisalan","ilmu amtsalil quran, iyolah ilmu nan membahas sagalo perumpamaan atau permisalan","ilmu amtsalil quran, iyolah ilmu nan mambahas sagalo parumpamoan atau permisalan
",0.5348259312838877,0.8220833333333335,0.18181818181818182,84.72185967214024
"sering terlihat satu bagian lembah bada dimana hujan sedang jatuh, sedangkan bagian lainnya matahari menyelinapkan cahayanya dari balik awan.4",katiko hujan turun nampak salah satu bagian lembah. sedangkan bagian lainnyo matoari maandoakan cahayonyo dari baliak awan.1,"acok nampak satu bagian lembah bada dimano hujan sadang jatuah, sadangkan bagian lainnyo matohari manyalipkan cahayonyo dari baliak awan.4
",0.07887272990342095,0.5151098901098902,0.7647058823529411,68.69403761601833
versi ini banyak dipakai disebabkan kemampuannya untuk membangun aplikasi web kompleks tetapi tetap memiliki kecepatan dan stabilitas yang tinggi.,versi iko banyak dipakai disebabkan kamampuannyo untuak mambangun aplikasi web kompleks tatapi tetap mamiliki kacepekan jo stabilitas nan tinggi.,"versi iko banyak dipakai disabokkan kamampuannyo untuak mambangun aplikasi web pakarangan namun tatap mampunyoi kacepatan dan stabilitas nan tenggi.
",0.3451395513935865,0.5888888888888889,0.42105263157894735,68.45922553738477
"saat pemerintah terus mengurangi subsidi bbm sejak oktober 2000, irwan mengusulkan penggunaan energi panas bumi sebagai energi alternatif dengan memulai pembahasan rancangan undangundang melaui komisi viii","wakatu pamarentah taruih mangurangi subsidi bbm sajak oktober 2000, irwan mausulan panggunoan energi paneh bumi sabagai energi alternatif jo mamulai pambahasan rancangan undangundang malalui komisi viii","sangkek pamarentah taruih mangurangi subsidi bbm samanjak oktober 2000, irwan mausuakan panggunoan energi paneh bumi sabagai energi alternatif jo mamulai pambahasan rancangan undangundang malalui komisi viii
",0.7432254773174188,0.8880208333333333,0.11538461538461539,93.13686956893831
"pada tahun 1989 lewat film semua sayang kamu, ida memenangkan kategori sebagai penulis skenario terbaik pada festival film indonesia","pado taun 1989 malalui film semua sayang kamu, ida mamanangkan kategori sabagai panulih skenario tabaik pado festival film indonesia","pado taun 1989 lewat film sado sayang ang, ida mamanangkan kategori sabagai panulih skenario tabaiak pado festival film indonesia
",0.46096034934979274,0.7877929687500002,0.21052631578947367,78.7799140411812
"beberapa bahasa pemrograman berhubungan erat dengan bahasa mesin, seperti assembler bahasa tingkat rendah di sisi lain, bahasa seperti prolog didasarkan pada prinsip abstrak yang jauh dari detail pelaksanaan sebenarnya oleh mesin bahasa tingkat tinggi","babarapo bahaso pemrograman berhubungan erat jo bahaso mesin, sarupo assembler bahaso tingkek rendah di sisi lain, bahaso sarupo prolog didasarkan pado prinsip abstrak nan jauah dari detail pelaksanaan sabananyo dek mesin bahaso tingkek tinggi","babarapo bahaso pemrograman bahubungan arek jo bahaso masin, sarupo assembler bahaso tingkek randah di sisi lain, bahaso sarupo prolog didasarkan pado prinsip abstrak nan jauah dari detail palaksanaan sabananyo dek masin bahaso tingkek tinggi
",0.5709451037724261,0.8300000000000002,0.17647058823529413,88.39308665500415
"new delhi bahasa hindi नई दलल, bahasa punjabi ਨਵ ਦਲ adalah ibu kota dari india, dan bagian dari wilayah ibu kota nasional delhi.","new delhi bahasa hindi नई दलल, bahasa punjabi ਨਵ ਦਲ adolah ibu kota dari india, dan bagian dari wilayah ibu kota nasional delhi.","new delhi bahaso hindi à¤¨à¤ˆ à¤¦à¤²à¤², bahaso punjabi à¨¨à¨µ à¨¦à¨² adolah ibu kota dari india, jo bagian dari wilayah ibu kota nasional delhi.
",0.44651754110190417,0.7192627317281055,0.30434782608695654,71.89518812283566
"keputusan ini menegaskan citacita akan ada tanah air indonesia, bangsa indonesia, dan bahasa indonesia","kaputusan iko manegaskan citocito akan ado tanah aia indonesia, bangso indonesia, jo bahaso indonesia","kaputusan iko managehkan citacita akan ado tanah aia indonesia, bangso indonesia, jo bahaso indonesia
",0.7272454093000141,0.8737244897959183,0.14285714285714285,85.25264546765405
"silo masih berdiri kokoh di tengah kota, kendati tidak berfungsi apaapa","silo masih badiri kokoh di tangah kota, kandati indak bafungsi apoapo","silo masih tagak kokoh di tangah kota, namun indak bafungsi apoapo
",0.37817904276524744,0.8220833333333335,0.18181818181818182,70.36926671965276
2001 fd193 adalah sebuah objek transneptunus,2001 fd193 adolah sabuah objek transneptunus,"2001 fg193 adolah sabuah objek transneptunus
",0.537284965911771,0.8066666666666668,0.16666666666666666,90.17012453544962
abubakar jaar adalah wali kota pertama setelah proklamasi kemerdekaan indonesia sampai tahun 1946,"sasudah proklamasi kamardekaan indonesia, abubakar jaar diangkek sabagai wali kota partamo pado taun 1945","abubakar jaar adolah walikota partamo sasudah proklamasi kemerdekaan indonesia sampai taun 1946
",0.047720917798355585,0.38942107455226993,0.7142857142857143,66.49650377545426
karbohidrat pisang merupakan cadangan energi yang sangat baik digunakan dan dapat secara cepat tersedia bagi tubuh.,karbohidrat pisang marupokan cadangan energi nan sangaik baiak digunokan dan dapek sacaro capek tasadio bagi tubuh.,"karbohidrat pisang marupoan cadangan energi nan sangek rancak digunoan jo dapek sacaro capek tasadio untuak tubuah.
",0.24677894099899664,0.5694117647058824,0.4375,72.47164386164755
"dalam musyawarah yang diikuti anggota dan alumni rohis, menyepakati mahdivan shafwan dari sma negeri 1 padang sebagai ketua umum assalam periode pertama.3 saat ini, sesuai hasil musyawarah besar assalam ke20 pada 10 november 2019, ketua umum assalam dijabat oleh thariq muhammad dari dpd pasaman barat.4","dalam musyawarah nan diikuikan anggota jo alumni rohis, manyapakaikan mahdivan shafwan dari sma negeri 1 padang sabagai ketua umum assalam periode patamo.1 saaik iko, sasuai hasil musyawarah besar assalam nan ka20 pado 10 november 2019, ketua umum assalam dipacik dek thariq muhammad dari dpd pasaman barat.2","dalam musyawarah nan diikuikan anggota jo alumni rohis, manyapakaikan mahdivan shafwan dari sma negeri 1 padang sabagai ketua umum assalam periode patamo.3 sangkek kini, sasuai hasil musyawarah gadang assalam ka20 pado 10 november 2019, ketua umum assalam dijabat dek thariq muhammad dari dpd pasaman barat.4
",0.7172372044382757,0.8569075210179505,0.15217391304347827,88.38788412174513
nama ilmiah dari spesies ini pertama kali diterbitkan pada tahun 1906 oleh bösenberg strand,namo ilmiah dari spesies ko partamo kali ditabik'an pado taun 1906 dek bösenberg strand,"namo ilmiah spesies ko pertamo kali ditabik'an pado taun 1906 dek bÃ¶senberg strand
",0.44604780247282405,0.7723408050419169,0.21428571428571427,81.6205641499678
"aboean goeroegoeroe agg adalah perkumpulan para guru yang bertugas di sumatra barat, khususnya di fort de kock sekarang bukittinggi","aboean goeroegoeroe agg adolah pakumpulan guruguru nan batugas di sumatra barat, khususnyo di fort de kock sekarang bukittinggi","aboean goeroegoeroe agg adolah parkumpulan guru nan batugas di sumatra barat, khususnyo di fort de kock kini ko bukiktinggi
",0.6165255292124369,0.7844095404304827,0.2777777777777778,82.22129505815671
"putranya yang lain, pangeran muhammad bin salman menjabat putra mahkota saudi dan wakil perdana menteri saudi","putranyo nan lain, pangeran muhammad bin salman manjabat wakia putra mahkota saudi jo wakia kaduo pardano mantari saudi","putra nan lain, pangeran muhammad bin salman manjabaik putra mahkota saudi jo wakia pardano mantari saudi
",0.5408012794156497,0.7946808510638298,0.2222222222222222,82.29105123912751
"sepeninggal nabi muhammad, 'ali diangkat sebagai khalifah atau pemimpin umat islam setelah abu bakar, 'umar, dan 'utsman","sapaningga nabi muhammad, 'ali diangkek sabagai khalifah atau pamimpin umaik islam sasudah abu bakar, 'umar, jo 'utsman","sapaningga nabi muhammad, 'ali diangkek sabagai khalifah atau pamimpin umaik islam salapeh abu bakar, 'umar, jo 'utsman
",0.8282477531331041,0.9494459833795015,0.058823529411764705,93.66339037447686
"dibesarkan di keluarga bangsawan, saat masih muda ia menikahi siti rahmat","digadangan di kaluargo bangsawan, saaik masih mudo inyo manikahi siti rahmat","digadangan di kaluargo bangsawan, sangkek masih mudo inyo manikahi siti rahmat
",0.7016879391277372,0.9139118457300276,0.09090909090909091,92.25477507405186
terumbu karang tepi,tarumbu karang tapi,"taruk karang tapi
",0.24028114141347542,0.625,0.3333333333333333,64.28819089907888
sawah berteras banyak terdapat di lerenglereng bukit atau gunung di jawa dan bali,sawah bateras banyak adonyo di lerenglereng bukik atau gunuang di jawa dan bali,"sawah bateras banyak tadapek di lerenglereng bukik atau gunuang di jawa dan bali
",0.7611606003349892,0.920940170940171,0.07692307692307693,87.22197973269219
"pemerintah melalui proyek pelita nasional tahun 19761977, mencanangkan berdirinya sma ketiga di kota padang dengan tujuan untuk mencukupi kuota lulusan peserta didik agar dapat tertampung.","pamarintah malalui proyek pelita nasional tahun 19761977, mancanangkan tagaknyo sma katigo di kota padang jo tujuan untuak mancukuiki kuota luluihan peserta didiak supayo dapek tatampuang.","pemerintah malalui proyek pelita nasional taun 19761977, mancanangkan badirinyo sma katigo di kota padang jo tujuan untuak mancukupi kuota luluihan peserta didiak supayo dapek tatampuang.
",0.6252841934548045,0.8496114261709725,0.16,88.40673928494046
polimer semikonduktif dan konduktif adalah polimer terkonjugasi yang menunjukkan perubahan ikatan tunggal dan ganda antara atomatom karbon pada rantai utama polimer.,polimer semikonduktif jo konduktif adolah polimer terkonjugasi nan manunjukkan parubahan ikatan tungga jo ganda antaro atomatom karbon pado rantai utamo polimer.,"polimer semikonduktif jo konduktif adolah polimer terkonjugasi nan manunjukkan parubahan ikatan tungga jo ganda antaro atomatom karbon pado rantai utamo polimer
",0.948543837069451,0.9588523385000881,0.047619047619047616,99.42145925651069
"dan pada tahun 2007, konsorsium beberapa lsm internasional menjadikan kota bandung sebagai pilot project kota terkreatif seasia timur","dan pado taun 2007, konsorsium babarapo lsm internasional manjadikan kota bandung sabagai pilot project kota paliang kreatif saasia timur","""dan pado tahun 2007, konsorsium babarapo lsm internasional manjadikan kota bandung sabagai pilot project kota takreatif saasia timur""
",0.6234909718906539,0.8434471242403897,0.2631578947368421,90.10368707113436
"penemuan arkeologi awal di eropa tiba di sini 2000 tahun yang lalu, ada nomaden amerika utara dalam kehidupan ini","panamuan arkeologi awalnyo di eropa tibo di siko 2000 taun nan lalu, ado nomaden amerika utara dalam kahidupan iko","panamuan arkeologi awalnyo di eropa tibo di siko 2000 tahun yang lalu, ado nomaden amerika utara dalam kahidupan iko.
",0.7331765459202478,0.8949081751735152,0.15789473684210525,92.39515254949015
"pada tahun 1989, ia berlanjut ke surabaya, jawa timur untuk melahirkan harian surya.1","pado tahun 1989, inyo balanjuik ka surabaya, jawa timur untuak malahirkan harian surya.1","pado taun 1989, inyo balanjuik ka surabaya, jawa timur untuak malahirkan harian surya.1
",0.842362674378975,0.9319727891156462,0.07692307692307693,95.4411729882066
"l.c. westenenk, seorang controleur berkebangsaan belanda mengadakan survei dan pemetaan di daerah penemuan candi padangroco.","l.c. westenenk, saurang controleur bakabangsoan belanda maadoan survei jo pametaan di daerah panemuan candi padangroco.","l.c. westenenk, saurang controleur bakebangsaan belanda maadoan survei jo pametaan di daerah panemuan candi padangroco.
",0.8003203203844999,0.943675509419454,0.06666666666666667,93.27201585485115
permainan ini berasal dari india dan menyebar luas ke berbagai negara lainnya pada tahun 1970an,pamainan ko barasa dari india dan manyebar laweh ka babagai nagara lainnyo pado taun 1970an,"paminan iko barasal dari india dan manyeba laweh ka babagai nagara lainnyo pado tahun 1970an
",0.42311785416105785,0.6576666666666666,0.3333333333333333,80.96961597986922
songket digolongkan dalam keluarga tenunan brokat,songket tamasuak dalam kalompok tanunan brokat,"songket digolongkan dalam kaluargo tanunan bukek
",0.05372849659117709,0.25,0.5,44.60605940984837
ada surat elektronik yang isinya formal ada yang informal.,ado surek elektronik nan isinyo formal ado nan informal.,"ado surek elektronik nan isinyo formal ado nan informal.
",1.0,0.9995,0.0,100.0
